#,id,Player,age,Nation_map,DF,FW,MF,Position_map,Team_map,Leag_map,90s,Gls,Ast,G+A,G-PK,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Pass,Int,Tkl+Int,Clr,Err,Sh,SoT,Dist,FK,xG,SCA,SCA90,PassLive,Sh_Sh,GCA,value
1137,maxi_gomez_27,Maxi Gómez,27,25,0,1,0,1,53,3,1.2,0,0,0,0,0.2,0.2,0.4,1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,3.00,0.00,18.90,1.00,0.20,2.00,1.65,2.00,0.00,0.00,7000000.00
1351,lucas_robertone_26,Lucas Robertone,26,11,0,0,1,2,46,3,31.6,2,7,9,2,2.6,6.6,9.2,47,155,97,0.28,50.00,28.00,20.00,21.00,9.00,45.00,38.00,46.00,96.00,46.00,1.00,37.00,7.00,25.40,4.00,2.60,109.00,3.45,74.00,2.00,11.00,7000000.00
516,simone_bastoni_26,Simone Bastoni,26,42,1,0,1,5,27,2,13.2,2,4,6,2,1.1,1.7,2.8,20,32,65,0.45,47.00,24.00,23.00,19.00,5.00,20.00,15.00,1.70,55.00,14.00,0.00,22.00,7.00,20.90,2.00,1.10,30.00,2.27,19.00,2.00,3.00,6500000.00
776,nikola_moro_25,Nikola Moro,25,30,0,0,1,2,25,2,13.6,1,5,6,1,0.8,2.2,3,24,102,35,0.44,32.00,21.00,11.00,15.00,6.00,15.00,13.00,8.00,40.00,18.00,0.00,21.00,3.00,23.90,0.00,0.80,49.00,3.59,43.00,1.00,6.00,6500000.00
59,hugo_bueno_20,Hugo Bueno,20,10,1,0,0,3,6,1,14.6,0,1,1,0,0.2,1.3,1.5,52,39,64,0.07,33.00,16.00,23.00,6.00,4.00,14.00,13.00,10.00,43.00,36.00,0.00,4.00,1.00,18.50,0.00,0.20,30.00,2.06,22.00,1.00,1.00,6000000.00
129,mohamed_elneny_31,Mohamed Elneny,31,38,0,0,1,2,20,1,1.3,0,0,0,0,0,0,0,1,2,1,0,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6000000.00
149,ryan_fraser_29,Ryan Fraser,29,2,0,1,0,1,11,1,3.5,0,0,0,0,0.3,0.4,0.7,8,9,23,0,2.00,2.00,0.00,0.00,2.00,3.00,2.00,0.00,2.00,3.00,0.00,6.00,1.00,16.60,0.00,0.30,8.00,2.30,6.00,1.00,0.00,6000000.00
166,toti_gomes_24,Toti Gomes,24,31,1,0,0,3,6,1,10.9,1,0,1,1,0.4,0.3,0.7,4,27,23,0.09,15.00,9.00,11.00,4.00,0.00,16.00,8.00,11.00,26.00,51.00,0.00,5.00,2.00,9.90,0.00,0.40,9.00,0.82,9.00,0.00,1.00,6000000.00
207,raul_jimenez_32,Raúl Jiménez,32,44,0,1,0,1,6,1,9.4,0,1,1,0,2.6,1.7,4.3,5,14,45,0.11,9.00,6.00,3.00,5.00,1.00,9.00,9.00,12.30,9.00,8.00,0.00,20.00,9.00,14.50,0.00,2.60,18.00,1.92,12.00,3.00,2.00,6000000.00
240,manuel_lanzini_30,Manuel Lanzini,30,11,0,1,1,4,4,1,2.8,1,0,1,1,0.5,0.2,0.7,2,19,6,0.36,2.00,2.00,1.00,1.00,0.00,2.00,2.00,2.00,4.00,0.00,0.00,3.00,1.00,23.10,0.00,0.50,4.00,1.43,3.00,1.00,0.00,6000000.00
302,lucas_moura_31,Lucas Moura,31,12,1,0,1,5,18,1,1.7,1,0,1,1,0.5,0.3,0.9,4,13,15,0.59,8.00,5.00,1.00,3.00,4.00,0.00,0.00,2.00,10.00,1.00,1.00,4.00,1.00,10.90,0.00,0.50,9.00,5.29,6.00,0.00,1.00,6000000.00
338,ayoze_perez_30,Ayoze Pérez,30,10,0,1,1,4,9,1,4.2,0,1,1,0,1.1,1.5,2.6,17,20,43,0.24,11.00,8.00,5.00,4.00,2.00,6.00,6.00,1.10,13.00,3.00,0.00,8.00,2.00,15.90,0.00,1.10,14.00,3.29,11.00,0.00,2.00,6000000.00
364,mads_roerslev_24,Mads Roerslev,24,15,1,0,0,3,7,1,12.3,0,0,0,0,0.3,1.2,1.5,8,19,36,0,22.00,12.00,19.00,3.00,0.00,14.00,9.00,9.00,31.00,38.00,0.00,3.00,0.00,14.80,0.00,0.30,13.00,1.06,13.00,0.00,1.00,6000000.00
442,carlos_vinicius_28,Carlos Vinícius,28,12,0,1,0,1,3,1,12.3,5,2,7,5,3.3,0.8,4.1,9,15,46,0.57,4.00,1.00,0.00,2.00,2.00,7.00,7.00,12.30,4.00,10.00,0.00,21.00,12.00,11.90,0.00,3.30,16.00,1.30,13.00,0.00,6.00,6000000.00
471,jordan_zemura_23,Jordan Zemura,23,60,1,0,0,3,12,1,16.2,0,1,1,0,0.4,1.9,2.2,39,45,48,0.06,39.00,24.00,24.00,14.00,1.00,31.00,22.00,16.00,55.00,32.00,0.00,4.00,0.00,12.90,0.00,0.40,35.00,2.17,25.00,2.00,2.00,6000000.00
514,toma_basic_26,Toma Bašić,26,30,0,0,1,2,32,2,5.7,1,0,1,1,1.8,0.4,2.2,14,22,29,0.18,6.00,4.00,4.00,1.00,1.00,9.00,9.00,1.60,13.00,8.00,0.00,11.00,5.00,19.60,0.00,1.80,13.00,2.28,7.00,0.00,0.00,6000000.00
661,joan_gonzalez_21,Joan Gonzàlez,21,10,0,0,1,2,35,2,24.4,1,3,4,1,1.5,1.3,2.8,18,71,67,0.16,48.00,28.00,20.00,18.00,10.00,37.00,29.00,16.00,64.00,28.00,0.00,17.00,4.00,16.40,0.00,1.50,40.00,1.64,31.00,3.00,3.00,6000000.00
673,hans_hateboer_29,Hans Hateboer,29,9,1,0,0,3,38,2,15.5,1,1,2,1,1.3,1.5,2.8,16,55,73,0.13,21.00,13.00,11.00,8.00,2.00,23.00,19.00,1.11,33.00,25.00,0.00,12.00,4.00,10.50,0.00,1.30,22.00,1.42,19.00,1.00,1.00,6000000.00
679,isak_hien_24,Isak Hien,24,37,1,0,0,3,21,2,29,0,0,0,0,0.3,0.1,0.4,17,54,2,0,73.00,36.00,54.00,19.00,0.00,40.00,23.00,1.30,104.00,92.00,1.00,3.00,0.00,8.60,0.00,0.30,18.00,0.62,15.00,0.00,0.00,6000000.00
730,matteo_lovato_23,Matteo Lovato,23,42,1,0,0,3,39,2,9,0,0,0,0,0,0,0,1,8,1,0,17.00,14.00,14.00,3.00,0.00,8.00,3.00,13.00,30.00,33.00,2.00,1.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6000000.00
752,marlon_27,Marlon,27,12,1,0,0,3,33,2,17.7,0,0,0,0,0.2,0.3,0.6,19,63,12,0,35.00,21.00,20.00,14.00,1.00,13.00,9.00,1.17,53.00,50.00,0.00,5.00,1.00,11.00,0.00,0.30,7.00,0.40,6.00,1.00,0.00,6000000.00
772,henrikh_mkhitaryan_34,Henrikh Mkhitaryan,34,78,0,0,1,2,23,2,22.1,3,2,5,3,2.8,2.1,4.9,48,133,74,0.23,41.00,26.00,13.00,22.00,6.00,27.00,23.00,21.00,62.00,18.00,0.00,35.00,6.00,19.90,0.00,2.80,80.00,3.63,61.00,5.00,8.00,6000000.00
777,dany_mota_25,Dany Mota,25,31,0,1,1,4,33,2,21.2,5,1,6,5,5.1,2.1,7.3,66,34,166,0.28,8.00,7.00,1.00,3.00,4.00,5.00,4.00,6.00,14.00,25.00,0.00,28.00,11.00,12.10,0.00,5.10,57.00,2.68,42.00,6.00,8.00,6000000.00
798,divock_origi_28,Divock Origi,28,32,0,1,0,1,24,2,11.4,2,1,3,2,2.1,1.2,3.3,24,18,79,0.26,10.00,5.00,4.00,3.00,3.00,6.00,4.00,0.00,10.00,13.00,0.00,29.00,12.00,18.20,0.00,2.10,24.00,2.11,15.00,3.00,1.00,6000000.00
814,roberto_pereyra_32,Roberto Pereyra,32,11,1,0,1,5,34,2,31.3,5,7,12,5,3.9,5.5,9.5,66,143,186,0.38,36.00,20.00,21.00,12.00,3.00,20.00,15.00,16.00,52.00,28.00,0.00,41.00,16.00,17.00,1.00,4.70,104.00,3.31,91.00,5.00,10.00,6000000.00
845,ante_rebic_29,Ante Rebić,29,30,0,1,1,4,24,2,10.9,3,2,5,3,3.5,2,5.5,17,29,92,0.46,10.00,8.00,1.00,3.00,6.00,6.00,5.00,1.00,11.00,5.00,0.00,27.00,13.00,16.00,2.00,3.50,34.00,3.12,23.00,4.00,3.00,6000000.00
882,eldor_shomurodov_28,Eldor Shomurodov,28,83,0,1,0,1,27,2,9,1,1,2,1,2.8,1.4,4.2,7,15,53,0.22,5.00,5.00,3.00,1.00,1.00,5.00,4.00,1.20,8.00,4.00,0.00,18.00,4.00,15.70,0.00,2.80,19.00,2.12,17.00,0.00,1.00,6000000.00
907,adrien_tameze_29,Adrien Tameze,29,48,0,0,1,2,21,2,33.7,0,0,0,0,0.9,0.9,1.8,32,103,58,0,51.00,30.00,21.00,26.00,4.00,51.00,37.00,37.00,88.00,55.00,2.00,12.00,2.00,22.80,0.00,0.90,53.00,1.57,44.00,1.00,3.00,6000000.00
916,rafael_toloi_32,Rafael Tolói,32,42,1,0,0,3,38,2,30.9,2,1,3,2,2.8,1.2,4,21,148,29,0.1,69.00,44.00,37.00,32.00,0.00,42.00,24.00,57.00,126.00,88.00,1.00,29.00,9.00,13.20,0.00,2.80,47.00,1.52,39.00,4.00,8.00,6000000.00
956,alessandro_zanoli_22,Alessandro Zanoli,22,42,1,0,0,3,36,2,17.1,2,3,5,2,2.6,1.2,3.8,50,36,60,0.29,22.00,14.00,14.00,6.00,2.00,19.00,4.00,1.11,34.00,39.00,0.00,15.00,7.00,13.80,0.00,2.60,35.00,2.05,25.00,1.00,3.00,6000000.00
1002,iago_aspas_36,Iago Aspas,36,10,0,1,0,1,45,3,31.9,12,3,15,10,8.7,5.6,14.3,80,162,239,0.41,8.00,4.00,0.00,4.00,4.00,10.00,9.00,1.60,15.00,23.00,0.00,75.00,29.00,19.50,7.00,11.10,141.00,4.42,110.00,8.00,8.00,6000000.00
1015,ander_barrenetxea_21,Ander Barrenetxea,21,10,1,1,0,6,52,3,9.8,3,1,4,3,3,1.2,4.2,36,27,72,0.41,21.00,15.00,15.00,6.00,0.00,15.00,14.00,1.40,26.00,7.00,0.00,18.00,12.00,14.90,2.00,3.00,28.00,2.87,22.00,2.00,2.00,6000000.00
1034,ante_budimir_32,Ante Budimir,32,30,0,1,0,1,56,3,20,8,0,8,8,7.7,0.7,8.3,23,23,98,0.4,19.00,9.00,0.00,12.00,7.00,10.00,10.00,5.00,24.00,19.00,0.00,58.00,21.00,11.60,0.00,7.70,34.00,1.70,21.00,3.00,1.00,6000000.00
1051,samu_castillejo_28,Samu Castillejo,28,10,0,1,1,4,53,3,15.1,4,0,4,4,2.9,3,5.9,54,76,115,0.26,21.00,12.00,8.00,9.00,4.00,21.00,19.00,9.00,30.00,2.00,0.00,37.00,10.00,18.50,2.00,2.90,63.00,4.16,38.00,4.00,1.00,6000000.00
1080,mouctar_diakhaby_26,Mouctar Diakhaby,26,46,1,0,0,3,53,3,27.2,3,0,3,3,2.7,0.3,3,19,86,11,0.11,30.00,16.00,19.00,11.00,0.00,30.00,13.00,1.19,50.00,111.00,2.00,21.00,7.00,10.90,0.00,2.70,15.00,0.55,13.00,2.00,1.00,6000000.00
1121,alvaro_garcia_30,Álvaro García,30,10,0,1,1,4,58,3,31.9,5,5,10,5,3.6,5.7,9.3,116,71,293,0.31,49.00,28.00,21.00,13.00,15.00,41.00,37.00,34.00,83.00,24.00,1.00,52.00,21.00,17.70,0.00,3.60,95.00,2.98,70.00,6.00,14.00,6000000.00
1129,ruben_garcia_30,Rubén García,30,10,0,1,1,4,56,3,12.9,2,2,4,2,1.8,2,3.8,16,40,92,0.31,20.00,11.00,12.00,4.00,4.00,14.00,13.00,12.00,32.00,13.00,0.00,20.00,4.00,19.10,1.00,1.80,54.00,4.20,29.00,2.00,4.00,6000000.00
1181,willian_jose_31,Willian José,31,12,0,1,0,1,41,3,8.1,2,1,3,1,2.2,1.3,3.5,6,14,27,0.25,9.00,6.00,6.00,3.00,0.00,4.00,4.00,1.00,10.00,15.00,0.00,20.00,6.00,18.70,2.00,2.90,12.00,1.48,9.00,3.00,2.00,6000000.00
1182,joselu_33,Joselu,33,10,0,1,0,1,59,3,33.2,16,2,18,11,10.5,2.4,13,23,66,147,0.39,13.00,11.00,3.00,4.00,6.00,25.00,21.00,8.00,21.00,43.00,0.00,87.00,33.00,16.10,2.00,14.50,66.00,1.99,41.00,7.00,8.00,6000000.00
1227,nemanja_maksimovic_28,Nemanja Maksimović,28,47,0,0,1,2,51,3,22.8,0,0,0,0,1.8,0.6,2.3,13,42,29,0,41.00,30.00,17.00,18.00,6.00,36.00,22.00,2.20,75.00,27.00,0.00,18.00,7.00,14.20,0.00,1.80,30.00,1.31,25.00,3.00,1.00,6000000.00
1282,aihen_munoz_26,Aihen Muñoz,26,10,1,0,0,3,52,3,19.5,0,1,1,0,0.2,0.9,1.1,37,57,87,0.05,38.00,23.00,17.00,17.00,4.00,26.00,21.00,9.00,47.00,38.00,0.00,6.00,2.00,24.80,0.00,0.20,36.00,1.84,25.00,3.00,2.00,6000000.00
1286,nacho_33,Nacho,33,10,1,0,0,3,47,3,18.2,1,1,2,1,0.8,0.9,1.7,18,75,34,0.11,24.00,16.00,17.00,5.00,2.00,11.00,5.00,1.17,42.00,37.00,0.00,9.00,4.00,14.50,0.00,0.80,32.00,1.76,24.00,3.00,2.00,6000000.00
1294,unai_nunez_26,Unai Núñez,26,10,1,0,0,3,45,3,35,0,0,0,0,1.2,0.1,1.3,31,146,5,0,47.00,35.00,29.00,15.00,3.00,27.00,10.00,3.12,119.00,135.00,1.00,15.00,5.00,14.40,0.00,1.20,19.00,0.54,16.00,0.00,2.00,6000000.00
1299,brian_olivan_29,Brian Oliván,29,10,1,0,0,3,59,3,26.7,1,7,8,1,0.6,4.3,4.9,48,80,139,0.3,47.00,27.00,30.00,12.00,5.00,26.00,20.00,1.21,69.00,67.00,0.00,15.00,4.00,24.50,1.00,0.60,53.00,1.99,42.00,1.00,9.00,6000000.00
1310,daniel_parejo_34,Daniel Parejo,34,10,0,0,1,2,50,3,36.5,3,4,7,1,1.3,4.1,5.4,26,250,32,0.14,71.00,40.00,32.00,23.00,16.00,40.00,28.00,1.28,100.00,31.00,2.00,26.00,8.00,27.90,12.00,4.70,113.00,3.10,84.00,1.00,11.00,6000000.00
1339,largie_ramazani_22,Largie Ramazani,22,32,0,1,1,4,46,3,15.6,3,1,4,3,3.4,1.7,5.1,59,30,94,0.26,15.00,9.00,6.00,3.00,6.00,11.00,11.00,15.00,30.00,10.00,0.00,40.00,18.00,19.80,1.00,4.20,42.00,2.70,24.00,4.00,4.00,6000000.00
1347,nico_ribaudo_22,Nico Ribaudo,22,10,0,1,1,4,59,3,13.9,1,2,3,1,3.7,2.3,6,40,57,92,0.22,18.00,13.00,5.00,9.00,4.00,19.00,18.00,5.00,23.00,1.00,0.00,33.00,11.00,20.40,3.00,3.70,51.00,3.67,34.00,2.00,2.00,6000000.00
1374,stefan_savic_32,Stefan Savić,32,76,1,0,0,3,60,3,21.6,0,0,0,0,0.2,0,0.2,20,74,6,0,39.00,26.00,29.00,7.00,3.00,17.00,9.00,33.00,72.00,67.00,2.00,2.00,1.00,13.00,0.00,0.20,11.00,0.51,11.00,0.00,1.00,6000000.00
1389,suso_29,Suso,29,10,0,1,1,4,42,3,11.8,2,4,6,2,1.1,2.8,4,27,86,96,0.51,16.00,10.00,5.00,7.00,4.00,7.00,6.00,1.10,18.00,3.00,0.00,24.00,9.00,24.10,2.00,1.10,64.00,5.41,51.00,2.00,7.00,6000000.00
1391,renato_tapia_28,Renato Tapia,28,84,1,0,1,5,45,3,16.1,0,0,0,0,1,1.1,2,12,68,8,0,47.00,25.00,21.00,21.00,5.00,29.00,18.00,1.18,66.00,37.00,0.00,15.00,3.00,19.30,1.00,1.00,24.00,1.49,18.00,1.00,0.00,6000000.00
1418,mikel_vesga_30,Mikel Vesga,30,10,0,0,1,2,43,3,28.6,3,3,6,1,1.5,1.5,3,26,199,31,0.14,57.00,35.00,21.00,31.00,5.00,39.00,31.00,36.00,93.00,39.00,3.00,25.00,3.00,21.90,0.00,3.90,54.00,1.89,49.00,3.00,6.00,6000000.00
414,sam_surridge_25,Sam Surridge,25,3,0,1,0,1,15,1,3.6,1,0,1,1,1.8,0.1,1.8,2,6,17,0.28,5.00,0.00,1.00,3.00,1.00,5.00,3.00,12.30,5.00,7.00,0.00,9.00,2.00,11.60,0.00,1.80,4.00,1.11,3.00,1.00,1.00,5500000.00
495,santiago_ascacibar_26,Santiago Ascacíbar,26,11,0,0,1,2,26,2,8.1,0,0,0,0,0.4,0.4,0.8,1,41,6,0,29.00,14.00,17.00,10.00,2.00,14.00,12.00,13.00,42.00,11.00,0.00,14.00,3.00,27.20,0.00,0.40,25.00,3.09,17.00,7.00,3.00,5500000.00
738,giulio_maggiore_25,Giulio Maggiore,25,42,0,0,1,2,39,2,9.9,0,0,0,0,0.5,0.5,0.9,7,53,13,0,20.00,8.00,11.00,6.00,3.00,19.00,15.00,8.00,28.00,10.00,0.00,6.00,0.00,16.70,0.00,0.50,14.00,1.41,11.00,2.00,1.00,5500000.00
851,rogerio_25,Rogério,25,12,1,0,0,3,30,2,33.3,0,3,3,0,0.5,2.7,3.3,110,185,115,0.09,37.00,21.00,22.00,8.00,7.00,32.00,23.00,37.00,74.00,70.00,0.00,15.00,5.00,23.40,0.00,0.50,74.00,2.22,62.00,1.00,6.00,5500000.00
32,jordan_ayew_31,Jordan Ayew,31,14,0,1,1,4,5,1,30.2,4,3,7,4,3.2,3.2,6.4,83,63,174,0.23,66.00,41.00,23.00,20.00,23.00,35.00,31.00,1.14,81.00,31.00,0.00,32.00,10.00,16.10,0.00,3.20,78.00,2.59,53.00,6.00,8.00,5000000.00
34,cesar_azpilicueta_34,César Azpilicueta,34,10,1,0,0,3,14,1,17,0,0,0,0,0.4,1.1,1.5,23,71,81,0,43.00,25.00,23.00,15.00,5.00,26.00,21.00,19.00,62.00,54.00,1.00,9.00,1.00,18.20,0.00,0.40,25.00,1.47,25.00,0.00,1.00,5000000.00
115,matt_doherty_31,Matt Doherty,31,21,1,0,1,5,18,1,7.4,1,0,1,1,0.8,0.3,1,16,20,57,0.13,16.00,10.00,12.00,3.00,1.00,11.00,5.00,8.00,24.00,14.00,1.00,10.00,2.00,12.10,0.00,0.80,18.00,2.43,13.00,2.00,3.00,5000000.00
154,idrissa_gana_gueye_33,Idrissa Gana Gueye,33,40,0,0,1,2,17,1,28.6,0,1,1,0,0.7,1.1,1.8,27,98,19,0.03,97.00,57.00,49.00,35.00,13.00,50.00,38.00,56.00,153.00,34.00,3.00,15.00,6.00,25.10,1.00,0.70,51.00,1.78,36.00,2.00,3.00,5000000.00
172,sam_greenwood_21,Sam Greenwood,21,3,0,1,1,4,1,1,4.7,1,2,3,1,0.7,1.1,1.8,7,15,10,0.64,15.00,7.00,7.00,8.00,0.00,10.00,8.00,1.00,16.00,1.00,0.00,12.00,2.00,24.20,5.00,0.70,24.00,5.11,5.00,1.00,3.00,5000000.00
183,jan_paul_van_hecke_23,Jan Paul van Hecke,23,9,1,0,0,3,19,1,3.3,0,0,0,0,0.6,0,0.6,3,21,0,0,8.00,6.00,3.00,4.00,1.00,8.00,3.00,6.00,14.00,9.00,0.00,2.00,0.00,16.30,0.00,0.60,2.00,0.61,2.00,0.00,0.00,5000000.00
194,will_hughes_28,Will Hughes,28,3,0,0,1,2,5,1,9.4,1,1,2,1,0.3,0.9,1.2,14,32,23,0.21,29.00,16.00,11.00,16.00,2.00,16.00,9.00,16.00,45.00,9.00,0.00,6.00,4.00,17.20,0.00,0.30,17.00,1.82,12.00,2.00,1.00,5000000.00
382,jeremy_sarmiento_21,Jeremy Sarmiento,21,29,0,0,1,2,19,1,2,0,1,1,0,0.3,0.2,0.5,5,11,20,0.51,6.00,3.00,4.00,1.00,1.00,2.00,2.00,1.00,7.00,0.00,0.00,5.00,2.00,20.50,0.00,0.30,10.00,5.11,6.00,2.00,2.00,5000000.00
430,boubacar_traore_22,Boubacar Traoré,22,26,0,0,1,2,6,1,4.6,0,1,1,0,0.1,0.2,0.2,4,8,2,0.22,12.00,5.00,4.00,5.00,3.00,4.00,2.00,7.00,19.00,1.00,0.00,3.00,0.00,29.30,0.00,0.10,6.00,1.32,6.00,0.00,2.00,5000000.00
481,felix_afena_gyan_20,Felix Afena-Gyan,20,14,0,1,1,4,26,2,9.1,0,0,0,0,1.9,0.1,2,22,8,54,0,7.00,3.00,4.00,1.00,2.00,5.00,4.00,12.31,8.00,6.00,0.00,21.00,2.00,18.70,0.00,1.90,15.00,1.65,10.00,4.00,1.00,5000000.00
493,marko_arnautovic_34,Marko Arnautović,34,54,0,1,0,1,25,2,17,10,0,10,7,4.8,1.9,6.7,13,36,116,0.41,9.00,6.00,2.00,5.00,2.00,11.00,10.00,1.10,11.00,10.00,0.00,28.00,15.00,15.50,0.00,7.20,44.00,2.58,36.00,2.00,5.00,5000000.00
518,raoul_bellanova_23,Raoul Bellanova,23,42,1,0,0,3,23,2,5.5,0,0,0,0,0.6,0.4,1,25,12,37,0,14.00,6.00,11.00,2.00,1.00,6.00,5.00,4.00,18.00,14.00,0.00,4.00,1.00,8.10,0.00,0.60,7.00,1.27,3.00,1.00,0.00,5000000.00
528,cristiano_biraghi_30,Cristiano Biraghi,30,42,1,0,0,3,31,2,28.3,2,4,6,2,1.1,5.5,6.6,69,161,113,0.21,65.00,38.00,29.00,29.00,7.00,32.00,25.00,1.13,79.00,42.00,1.00,24.00,5.00,27.40,15.00,1.80,132.00,4.66,59.00,3.00,6.00,5000000.00
543,josip_brekalo_25,Josip Brekalo,25,30,0,1,1,4,31,2,2.5,0,0,0,0,0.7,0.5,1.2,11,18,31,0,2.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,0.00,5.00,0.00,22.50,0.00,0.70,16.00,6.29,10.00,1.00,0.00,5000000.00
557,matteo_cancellieri_21,Matteo Cancellieri,21,42,0,1,0,1,32,2,2.8,0,0,0,0,0.4,0.4,0.8,15,2,33,0,10.00,4.00,5.00,3.00,2.00,4.00,4.00,1.00,11.00,2.00,0.00,6.00,1.00,17.80,0.00,0.40,8.00,2.82,4.00,1.00,0.00,5000000.00
576,patrick_ciurria_28,Patrick Ciurria,28,42,1,0,1,5,33,2,30.6,6,5,11,6,4.8,5.5,10.2,67,91,168,0.36,31.00,18.00,20.00,10.00,1.00,24.00,22.00,1.60,38.00,32.00,0.00,50.00,23.00,20.20,0.00,4.80,67.00,2.19,42.00,6.00,4.00,5000000.00
578,lorenzo_colombo_21,Lorenzo Colombo,21,42,0,1,0,1,35,2,16.8,5,2,7,4,4.6,1.4,6.1,14,21,119,0.36,17.00,9.00,1.00,9.00,7.00,22.00,22.00,1.10,19.00,7.00,0.00,43.00,11.00,16.80,0.00,6.20,43.00,2.56,29.00,8.00,2.00,5000000.00
583,lassana_coulibaly_27,Lassana Coulibaly,27,26,0,0,1,2,39,2,32.1,3,3,6,3,0.8,1.8,2.6,52,120,59,0.19,84.00,50.00,42.00,35.00,7.00,35.00,28.00,25.00,109.00,33.00,2.00,16.00,6.00,20.80,0.00,0.80,56.00,1.74,51.00,0.00,10.00,5000000.00
604,cyriel_dessers_28,Cyriel Dessers,28,17,0,1,0,1,26,2,17.6,6,1,7,6,6.4,1.6,8,21,27,110,0.4,11.00,4.00,4.00,4.00,3.00,14.00,12.00,1.20,14.00,5.00,0.00,49.00,12.00,13.60,0.00,7.10,44.00,2.49,28.00,5.00,2.00,5000000.00
634,martin_erlic_25,Martin Erlic,25,30,1,0,0,3,30,2,25.9,0,0,0,0,0.5,0.2,0.7,7,65,1,0,27.00,16.00,18.00,8.00,1.00,36.00,13.00,31.00,58.00,120.00,1.00,4.00,0.00,8.80,0.00,0.50,10.00,0.39,8.00,1.00,0.00,5000000.00
648,matteo_gabbia_23,Matteo Gabbia,23,42,1,0,0,3,24,2,6.8,0,0,0,0,0,0,0,1,15,1,0,17.00,10.00,12.00,5.00,0.00,8.00,5.00,1.40,22.00,29.00,0.00,1.00,0.00,19.80,0.00,0.00,4.00,0.59,4.00,0.00,0.00,5000000.00
681,emil_holm_23,Emil Holm,23,37,1,0,0,3,27,2,15.5,1,1,2,1,1.2,1.3,2.5,41,40,82,0.13,26.00,15.00,13.00,8.00,5.00,21.00,15.00,9.00,35.00,41.00,0.00,15.00,5.00,14.90,0.00,1.20,36.00,2.33,24.00,2.00,1.00,5000000.00
685,elseid_hysaj_29,Elseid Hysaj,29,27,1,0,0,3,32,2,22.2,1,1,2,1,0.2,1.1,1.3,36,103,60,0.09,39.00,23.00,24.00,11.00,4.00,31.00,24.00,20.00,59.00,42.00,0.00,4.00,2.00,20.80,0.00,0.20,38.00,1.71,34.00,0.00,2.00,5000000.00
719,valentino_lazaro_27,Valentino Lazaro,27,54,1,0,0,3,28,2,15.3,0,3,3,0,0.4,2.7,3.1,44,74,84,0.2,10.00,5.00,6.00,0.00,4.00,16.00,13.00,1.20,13.00,29.00,0.00,7.00,2.00,14.00,0.00,0.40,51.00,3.34,33.00,2.00,4.00,5000000.00
750,pablo_mari_29,Pablo Marí,29,10,1,0,0,3,33,2,27.6,1,0,1,1,0.6,0.3,1,6,57,3,0.04,37.00,19.00,29.00,7.00,1.00,22.00,8.00,1.30,68.00,111.00,3.00,10.00,2.00,15.20,0.00,0.60,14.00,0.51,13.00,0.00,0.00,5000000.00
778,luis_muriel_32,Luis Muriel,32,35,0,1,1,4,38,2,11.9,3,3,6,2,2,3.5,5.6,53,71,124,0.42,9.00,6.00,2.00,3.00,4.00,9.00,9.00,1.10,11.00,2.00,0.00,33.00,8.00,20.60,4.00,2.80,67.00,5.61,43.00,3.00,6.00,5000000.00
806,patric_30,Patric,30,10,1,0,0,3,32,2,15.7,0,0,0,0,0.1,0,0.2,0,27,3,0,17.00,11.00,12.00,3.00,2.00,17.00,5.00,1.10,28.00,53.00,1.00,2.00,1.00,21.90,0.00,0.10,6.00,0.38,6.00,0.00,0.00,5000000.00
881,stephan_el_shaarawy_30,Stephan El Shaarawy,30,42,1,0,1,5,22,2,16.9,7,2,9,7,5.5,1.4,6.9,58,66,136,0.53,21.00,9.00,8.00,10.00,3.00,11.00,10.00,1.14,36.00,11.00,0.00,42.00,19.00,19.20,0.00,5.50,72.00,4.25,49.00,4.00,7.00,5000000.00
962,david_zima_22,David Zima,22,33,1,0,0,3,28,2,4.5,0,0,0,0,0.8,0.1,0.9,3,12,5,0,9.00,5.00,5.00,4.00,0.00,7.00,5.00,1.80,18.00,11.00,2.00,4.00,2.00,12.00,0.00,0.80,4.00,0.89,4.00,0.00,0.00,5000000.00
986,marcos_alonso_32,Marcos Alonso,32,10,1,0,0,3,49,3,13,1,0,1,1,0.9,0.3,1.2,26,71,12,0.08,15.00,10.00,10.00,5.00,0.00,14.00,4.00,1.10,26.00,32.00,0.00,6.00,2.00,12.00,0.00,0.90,14.00,1.08,13.00,1.00,1.00,5000000.00
987,gaston_alvarez_23,Gastón Álvarez,23,25,1,0,0,3,51,3,16.7,2,0,2,2,0.5,0.2,0.8,11,38,27,0.12,38.00,30.00,24.00,9.00,5.00,15.00,10.00,15.00,53.00,35.00,0.00,5.00,2.00,16.90,0.00,0.50,16.00,0.96,9.00,1.00,1.00,5000000.00
