,#,id,Player,age,Nation_map,DF,FW,MF,Position_map,Team_map,Leag_map,90s,Gls,Ast,G+A,G-PK,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Pass,Int,Tkl+Int,Clr,Err,Sh,SoT,Dist,FK,xG,SCA,SCA90,PassLive,Sh_Sh,GCA,value,value_log,estimated_value_log,diff_log,estimated_value,diff,absolute_diff
65,766,sergej_milinkovic_savic_28,Sergej Milinković-Savić,28,47,0,0,1,2,32,2,33.6,9,8,17,9,6.8,7.1,13.9,47,166,129,0.51,58.0,35.0,22.0,23.0,13.0,50.0,38.0,1.27,86.0,49.0,0.0,64.0,19.0,17.3,8.0,6.8,79.0,2.35,67.0,4.0,13.0,50000000,17.72753356339242,17.129012173767386,0.5985213896250343,27481185.744958848,22518814.255041152,22518814.255041152
66,889,milan_skriniar_28,Milan Škriniar,28,36,1,0,0,3,23,2,19.7,0,0,0,0,0.8,0.3,1.1,16,81,10,0.0,29.0,18.0,14.0,11.0,4.0,18.0,5.0,13.0,42.0,46.0,3.0,9.0,2.0,13.0,0.0,0.8,11.0,0.56,11.0,0.0,0.0,50000000,17.72753356339242,17.23366932604297,0.49386423734944884,30513181.423731737,19486818.576268263,19486818.576268263
67,918,sandro_tonali_23,Sandro Tonali,23,42,0,0,1,2,24,2,30.1,2,7,9,2,2.4,5.7,8.1,61,159,86,0.3,64.0,41.0,35.0,24.0,5.0,34.0,25.0,1.24,89.0,26.0,1.0,32.0,14.0,22.2,6.0,2.4,101.0,3.35,62.0,6.0,13.0,50000000,17.72753356339242,17.550039999049037,0.17749356434338281,41868319.41604754,8131680.583952457,8131680.583952457
68,1009,alejandro_balde_19,Alejandro Balde,19,10,1,0,0,3,49,3,27.5,1,6,7,1,1.9,4.9,6.8,96,79,234,0.25,42.0,30.0,22.0,16.0,4.0,25.0,22.0,1.11,54.0,17.0,1.0,19.0,4.0,17.9,0.0,1.9,66.0,2.4,50.0,2.0,8.0,50000000,17.72753356339242,17.23300149239285,0.4945320709995684,30492810.497356944,19507189.502643056,19507189.502643056
69,1255,mikel_merino_27,Mikel Merino,27,10,0,0,1,2,52,3,27.7,2,9,11,2,3.5,5.4,8.9,30,172,107,0.4,77.0,49.0,28.0,33.0,16.0,38.0,30.0,20.0,97.0,51.0,1.0,41.0,16.0,18.1,0.0,4.3,93.0,3.36,81.0,3.0,13.0,50000000,17.72753356339242,17.239384060848057,0.4881495025443634,30688055.366810326,19311944.633189674,19311944.633189674
70,358,richarlison_26,Richarlison,26,12,0,1,1,4,18,1,11.2,1,3,4,1,3.3,2.2,5.5,33,28,75,0.36,21.0,16.0,13.0,5.0,3.0,14.0,13.0,1.4,26.0,10.0,0.0,27.0,14.0,12.6,0.0,3.3,35.0,3.12,22.0,4.0,5.0,48000000,17.686711568872166,16.73170176403442,0.9550098048377471,18470801.834440097,29529198.165559903,29529198.165559903
71,53,sven_botman_23,Sven Botman,23,9,1,0,0,3,11,1,34.7,0,0,0,0,2.5,1.0,3.5,8,87,5,0.0,38.0,24.0,31.0,7.0,0.0,44.0,20.0,2.2,72.0,126.0,2.0,22.0,7.0,10.2,0.0,2.5,24.0,0.69,18.0,5.0,1.0,45000000,17.622173047734595,17.512661071303125,0.10951197643147026,40332214.35740112,4667785.642598882,4667785.642598882
72,195,pierre_hojbjerg_28,Pierre Højbjerg,28,15,0,0,1,2,18,1,34.8,4,5,9,4,2.0,3.1,5.1,46,235,66,0.26,56.0,30.0,28.0,22.0,6.0,46.0,29.0,49.0,105.0,64.0,1.0,33.0,9.0,21.2,0.0,2.0,97.0,2.79,89.0,2.0,14.0,45000000,17.622173047734595,17.260279456713896,0.3618935910206993,31336040.81159714,13663959.188402861,13663959.188402861
73,316,matheus_nunes_25,Matheus Nunes,25,31,0,0,1,2,6,1,27.4,1,1,2,1,2.4,2.2,4.7,59,84,129,0.07,67.0,43.0,36.0,22.0,9.0,35.0,31.0,1.15,83.0,35.0,2.0,28.0,9.0,17.6,1.0,2.4,59.0,2.15,49.0,2.0,5.0,45000000,17.622173047734595,17.07893793176908,0.5432351159655155,26138971.819233753,18861028.180766247,18861028.180766247
74,323,amadou_onana_22,Amadou Onana,22,32,0,0,1,2,17,1,27.6,1,2,3,1,3.0,2.6,5.6,27,79,49,0.11,72.0,43.0,24.0,42.0,6.0,25.0,19.0,37.0,109.0,39.0,0.0,34.0,6.0,16.8,0.0,3.0,45.0,1.63,35.0,2.0,2.0,45000000,17.622173047734595,17.49855743337257,0.12361561436202351,39767375.91039919,5232624.089600809,5232624.089600809
75,332,lucas_paqueta_26,Lucas Paquetá,26,12,0,0,1,2,4,1,23.9,4,3,7,3,3.6,2.5,6.1,25,147,63,0.25,71.0,53.0,23.0,36.0,12.0,41.0,37.0,1.15,87.0,31.0,0.0,52.0,14.0,19.2,1.0,4.4,79.0,3.3,57.0,8.0,12.0,45000000,17.622173047734595,17.005762455925176,0.6164105918094194,24294546.41908741,20705453.58091259,20705453.58091259
76,380,jadon_sancho_23,Jadon Sancho,23,3,0,1,1,4,13,1,18.7,6,3,9,6,4.2,5.0,9.2,88,76,173,0.48,16.0,10.0,7.0,5.0,4.0,25.0,23.0,1.6,23.0,6.0,0.0,21.0,9.0,14.1,0.0,4.2,87.0,4.64,80.0,2.0,9.0,45000000,17.622173047734595,17.64148821437423,-0.01931516663963606,45877631.00830933,-877631.0083093271,877631.0083093271
77,686,rasmus_hojlund_20,Rasmus Højlund,20,15,0,1,0,1,38,2,20.4,9,2,11,9,9.5,2.4,11.8,40,37,224,0.54,4.0,3.0,0.0,2.0,2.0,9.0,8.0,1.0,5.0,5.0,0.0,54.0,28.0,12.9,0.0,9.5,56.0,2.75,37.0,6.0,5.0,45000000,17.622173047734595,17.539601628963176,0.08257141877141905,41433555.46425811,3566444.535741888,3566444.535741888
78,1400,pau_torres_26,Pau Torres,26,10,1,0,0,3,50,3,33.9,1,0,1,1,2.4,1.0,3.4,76,197,12,0.03,43.0,25.0,25.0,13.0,5.0,36.0,9.0,1.12,56.0,146.0,3.0,12.0,5.0,9.5,0.0,2.4,41.0,1.21,34.0,4.0,1.0,45000000,17.622173047734595,17.432401786117715,0.18977126161687963,37221674.07932931,7778325.920670688,7778325.920670688
79,9,nathan_ake_28,Nathan Aké,28,9,1,0,0,3,8,1,20.8,1,0,1,1,1.6,0.7,2.3,25,140,30,0.05,26.0,12.0,15.0,9.0,2.0,20.0,10.0,1.19,46.0,48.0,0.0,9.0,2.0,10.5,0.0,1.6,24.0,1.15,20.0,2.0,2.0,42000000,17.553180176247643,17.401099989664637,0.1520801865830066,36074614.975038126,5925385.024961874,5925385.024961874
80,136,fabinho_29,Fabinho,29,12,0,0,1,2,10,1,29.7,0,2,2,0,0.7,2.1,2.9,15,161,39,0.07,65.0,38.0,18.0,40.0,7.0,38.0,27.0,37.0,102.0,40.0,0.0,18.0,4.0,22.0,0.0,0.7,55.0,1.85,49.0,1.0,8.0,42000000,17.553180176247643,17.292451033824563,0.2607291424230809,32360562.540450614,9639437.459549386,9639437.459549386
81,208,joelinton_27,Joelinton,27,12,0,1,1,4,11,1,29.6,6,1,7,6,7.1,2.4,9.4,64,130,150,0.24,70.0,49.0,36.0,26.0,8.0,52.0,45.0,2.16,118.0,39.0,0.0,51.0,19.0,14.6,0.0,7.1,80.0,2.71,54.0,8.0,10.0,42000000,17.553180176247643,17.361065790826054,0.19211438542158987,34658923.774295166,7341076.225704834,7341076.225704834
82,350,jacob_ramsey_22,Jacob Ramsey,22,3,0,1,1,4,16,1,29.3,6,7,13,6,5.0,5.1,10.1,94,98,119,0.44,69.0,39.0,23.0,35.0,11.0,48.0,40.0,23.0,92.0,34.0,0.0,33.0,13.0,15.9,0.0,5.0,81.0,2.76,69.0,2.0,11.0,42000000,17.553180176247643,17.507399147479074,0.0457810287685696,40120546.69573787,1879453.3042621315,1879453.3042621315
83,392,luke_shaw_28,Luke Shaw,28,3,1,0,0,3,13,1,28.4,1,2,3,1,1.1,3.6,4.7,53,140,76,0.11,55.0,36.0,31.0,22.0,2.0,51.0,34.0,2.4,91.0,55.0,2.0,14.0,4.0,18.7,1.0,1.1,67.0,2.36,50.0,1.0,7.0,42000000,17.553180176247643,17.329836853233036,0.2233433230146069,33593288.341288745,8406711.658711255,8406711.658711255
84,472,oleksandr_zinchenko_26,Oleksandr Zinchenko,26,50,1,0,0,3,20,1,23.5,1,2,3,1,1.4,1.4,2.8,67,227,68,0.13,40.0,18.0,14.0,17.0,9.0,20.0,18.0,1.21,62.0,38.0,2.0,28.0,7.0,22.7,0.0,1.4,56.0,2.38,49.0,4.0,4.0,42000000,17.553180176247643,17.469517515394994,0.0836626608526494,38629141.68000588,3370858.319994122,3370858.319994122
85,35,benoit_badiashile_22,Benoît Badiashile,22,5,1,0,0,3,14,1,10.1,1,0,1,1,1.2,0.5,1.6,11,56,2,0.1,14.0,8.0,10.0,4.0,0.0,5.0,3.0,1.15,30.0,34.0,1.0,6.0,2.0,7.2,0.0,1.2,12.0,1.19,11.0,0.0,0.0,40000000,17.50439001207821,17.189853175100204,0.3145368369780073,29205078.551148646,10794921.448851354,10794921.448851354
86,47,rodrigo_bentancur_26,Rodrigo Bentancur,26,25,0,0,1,2,18,1,16.7,5,2,7,5,2.2,0.8,3.1,26,76,19,0.42,45.0,28.0,15.0,21.0,9.0,28.0,13.0,1.19,65.0,22.0,0.0,15.0,9.0,15.8,0.0,2.2,34.0,2.04,27.0,2.0,5.0,40000000,17.50439001207821,17.21066526639032,0.29372474568789286,29819266.409870986,10180733.590129014,10180733.590129014
87,69,casemiro_31,Casemiro,31,12,0,0,1,2,13,1,23.6,4,3,7,4,3.4,3.1,6.5,14,152,34,0.3,89.0,46.0,43.0,35.0,11.0,49.0,38.0,2.2,123.0,64.0,0.0,34.0,11.0,21.6,0.0,3.4,68.0,2.88,61.0,5.0,8.0,40000000,17.50439001207821,16.956710268179727,0.5476797438984846,23131601.43721107,16868398.56278893,16868398.56278893
88,96,diogo_dalot_24,Diogo Dalot,24,31,1,0,0,3,13,1,23.9,1,2,3,1,2.5,1.9,4.4,46,92,85,0.13,54.0,41.0,40.0,13.0,1.0,25.0,18.0,2.5,91.0,55.0,2.0,22.0,7.0,19.9,0.0,2.5,52.0,2.17,48.0,2.0,2.0,40000000,17.50439001207821,17.582810732125843,-0.07842072004763168,43263104.173688285,-3263104.173688285,3263104.173688285
89,134,eberechi_eze_25,Eberechi Eze,25,3,0,1,1,4,5,1,29.3,10,4,14,9,6.5,4.3,10.8,69,131,129,0.44,42.0,24.0,17.0,18.0,7.0,22.0,22.0,1.12,55.0,10.0,0.0,70.0,25.0,21.9,14.0,7.3,118.0,4.03,69.0,4.0,16.0,40000000,17.50439001207821,17.374399969640777,0.12999004243743428,35124166.986171484,4875833.013828516,4875833.013828516
90,160,morgan_gibbs_white_23,Morgan Gibbs-White,23,3,0,1,1,4,6,1,2.0,0,0,0,0,0.7,0.1,0.8,4,12,12,0.0,3.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,4.0,3.0,0.0,3.0,1.0,11.5,0.0,0.7,4.0,2.0,2.0,0.0,0.0,40000000,17.50439001207821,16.678712115270812,0.8256778968073988,17517520.601362646,22482479.398637354,22482479.398637354
91,258,douglas_luiz_25,Douglas Luiz,25,12,0,0,1,2,16,1,32.5,6,6,12,6,2.8,4.4,7.2,48,148,35,0.37,73.0,42.0,31.0,32.0,10.0,36.0,29.0,2.8,113.0,27.0,2.0,34.0,12.0,25.0,7.0,2.8,96.0,2.95,61.0,1.0,12.0,40000000,17.50439001207821,17.427438851637806,0.07695116044040518,37037402.99053845,2962597.009461552,2962597.009461552
92,312,ruben_neves_26,Rúben Neves,26,31,0,0,1,2,6,1,33.5,6,1,7,3,2.8,1.6,4.4,28,218,18,0.12,79.0,43.0,31.0,33.0,15.0,59.0,37.0,2.18,129.0,85.0,1.0,63.0,13.0,26.7,11.0,5.2,80.0,2.38,55.0,4.0,3.0,40000000,17.50439001207821,17.365564899121953,0.13882511295625832,34815209.33497906,5184790.665020943,5184790.665020943
93,329,joao_palhinha_28,João Palhinha,28,31,0,0,1,2,3,1,34.5,3,0,3,3,2.9,0.4,3.3,8,101,18,0.09,147.0,83.0,58.0,65.0,24.0,48.0,43.0,2.14,193.0,61.0,2.0,39.0,9.0,17.2,0.0,2.9,30.0,0.87,21.0,4.0,0.0,40000000,17.50439001207821,17.210232821901645,0.2941571901765663,29806374.02027808,10193625.979721919,10193625.979721919
94,346,pedro_porro_23,Pedro Porro,23,10,1,0,1,5,18,1,12.6,3,3,6,3,1.8,3.0,4.8,34,39,95,0.48,25.0,16.0,8.0,15.0,2.0,25.0,23.0,1.14,40.0,24.0,1.0,26.0,7.0,20.4,1.0,1.8,41.0,3.26,29.0,2.0,6.0,40000000,17.50439001207821,16.999468029815255,0.5049219822629567,24142106.456123024,15857893.543876976,15857893.543876976
95,359,andrew_robertson_29,Andrew Robertson,29,2,1,0,0,3,10,1,28.7,0,8,8,0,1.3,6.1,7.4,80,166,194,0.28,38.0,21.0,12.0,16.0,10.0,32.0,27.0,1.17,56.0,50.0,3.0,13.0,2.0,14.5,0.0,1.3,95.0,3.31,59.0,4.0,13.0,40000000,17.50439001207821,17.394542953003253,0.10984705907495851,35838846.21902377,4161153.7809762284,4161153.7809762284
96,410,john_stones_29,John Stones,29,3,1,0,1,5,8,1,20.5,2,2,4,2,1.0,1.4,2.4,28,101,34,0.2,23.0,13.0,11.0,8.0,4.0,17.0,7.0,9.0,32.0,40.0,0.0,11.0,3.0,13.4,0.0,1.0,16.0,0.78,12.0,3.0,5.0,40000000,17.50439001207821,17.375688248941877,0.12870176313633408,35169445.883138716,4830554.116861284,4830554.116861284
97,450,ollie_watkins_27,Ollie Watkins,27,3,0,1,0,1,16,1,34.7,15,6,21,14,14.9,3.8,18.7,50,39,196,0.58,19.0,13.0,3.0,13.0,3.0,21.0,17.0,10.0,29.0,39.0,0.0,84.0,45.0,12.6,0.0,16.5,79.0,2.27,51.0,11.0,14.0,40000000,17.50439001207821,17.413972687746266,0.09041732433194483,36541994.36495065,3458005.6350493506,3458005.6350493506
98,477,tammy_abraham_25,Tammy Abraham,25,3,0,1,0,1,22,2,24.3,8,3,11,8,10.8,3.6,14.5,35,54,141,0.45,17.0,10.0,4.0,8.0,5.0,10.0,6.0,1.2,20.0,14.0,0.0,62.0,28.0,12.0,0.0,10.8,70.0,2.88,46.0,10.0,9.0,40000000,17.50439001207821,17.05856884913982,0.44582116293839036,25611930.835373785,14388069.164626215,14388069.164626215
99,521,ismael_bennacer_25,Ismaël Bennacer,25,6,0,0,1,2,24,2,22.3,2,2,4,2,1.0,3.3,4.3,30,132,52,0.18,59.0,33.0,26.0,31.0,2.0,25.0,18.0,26.0,85.0,16.0,1.0,16.0,3.0,25.0,3.0,1.0,87.0,3.9,59.0,3.0,4.0,40000000,17.50439001207821,17.197289279711296,0.3071007323669157,29423060.032528125,10576939.967471875,10576939.967471875
100,544,gleison_bremer_26,Gleison Bremer,26,12,1,0,0,3,37,2,29.3,4,1,5,4,4.9,1.7,6.6,8,54,4,0.17,29.0,20.0,23.0,5.0,1.0,44.0,22.0,2.1,71.0,120.0,2.0,32.0,7.0,9.3,0.0,4.9,27.0,0.92,21.0,5.0,1.0,40000000,17.50439001207821,16.497845124210812,1.006544887867399,14619182.939174311,25380817.06082569,25380817.06082569
101,554,hakan_calhanoglu_29,Hakan Çalhanoğlu,29,57,0,0,1,2,23,2,26.3,3,6,9,2,2.3,5.0,7.3,46,172,68,0.3,48.0,27.0,17.0,26.0,5.0,30.0,25.0,1.24,73.0,13.0,1.0,55.0,16.0,26.5,10.0,3.1,131.0,4.99,75.0,5.0,11.0,40000000,17.50439001207821,17.292680016894128,0.2117099951840835,32367973.40984341,7632026.590156589,7632026.590156589
102,572,federico_chiesa_25,Federico Chiesa,25,42,1,0,1,5,37,2,9.5,2,5,7,2,1.5,2.6,4.1,46,34,88,0.74,22.0,11.0,6.0,6.0,10.0,13.0,12.0,12.3,22.0,1.0,0.0,26.0,3.0,18.9,1.0,1.5,41.0,4.34,26.0,3.0,6.0,40000000,17.50439001207821,16.84018972266818,0.664200289410033,20587398.487408265,19412601.512591735,19412601.512591735
103,725,stanislav_lobotka_28,Stanislav Lobotka,28,36,0,0,1,2,40,2,34.5,1,1,2,1,0.6,1.0,1.6,51,172,39,0.06,83.0,44.0,35.0,35.0,13.0,29.0,22.0,23.0,106.0,16.0,0.0,11.0,4.0,22.3,0.0,0.6,70.0,2.03,58.0,2.0,8.0,40000000,17.50439001207821,16.869446034910954,0.6349439771672571,21198607.1054571,18801392.8945429,18801392.8945429
104,735,romelu_lukaku_30,Romelu Lukaku,30,32,0,1,0,1,23,2,18.4,10,6,16,8,7.4,4.1,11.5,34,41,159,0.76,3.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,3.0,16.0,0.0,49.0,20.0,15.0,0.0,9.0,73.0,3.96,59.0,5.0,11.0,40000000,17.50439001207821,17.23474967178689,0.2696403402913212,30546164.022513434,9453835.977486566,9453835.977486566
105,838,adrien_rabiot_28,Adrien Rabiot,28,5,0,0,1,2,37,2,30.5,8,4,12,8,5.8,2.3,8.2,72,133,109,0.39,65.0,35.0,31.0,23.0,11.0,37.0,30.0,26.0,91.0,44.0,1.0,48.0,22.0,16.4,0.0,6.2,82.0,2.69,68.0,6.0,8.0,40000000,17.50439001207821,17.337632225404644,0.16675778667356767,33856183.87936009,6143816.120639913,6143816.120639913
106,874,giorgio_scalvini_19,Giorgio Scalvini,19,42,1,0,0,3,38,2,25.9,2,2,4,2,2.0,0.4,2.4,22,158,34,0.15,54.0,29.0,30.0,18.0,6.0,36.0,23.0,2.24,110.0,57.0,2.0,17.0,4.0,11.2,0.0,2.0,33.0,1.27,29.0,0.0,5.0,40000000,17.50439001207821,17.490567091950037,0.013822920128173877,39450887.110047616,549112.8899523839,549112.8899523839
107,917,fikayo_tomori_25,Fikayo Tomori,25,3,1,0,0,3,24,2,30.7,1,1,2,1,1.3,0.8,2.1,26,122,10,0.07,70.0,34.0,44.0,25.0,1.0,46.0,21.0,1.28,99.0,88.0,1.0,9.0,4.0,14.1,0.0,1.3,23.0,0.75,19.0,0.0,2.0,40000000,17.50439001207821,17.25686777251618,0.24752223956203068,31229314.298441503,8770685.701558497,8770685.701558497
108,953,andre_frank_zambo_anguissa_27,Andre-Frank Zambo Anguissa,27,48,0,0,1,2,40,2,33.9,3,5,8,3,4.4,2.6,7.0,58,181,140,0.24,53.0,32.0,16.0,29.0,8.0,50.0,46.0,2.17,102.0,25.0,0.0,50.0,15.0,18.1,1.0,4.4,79.0,2.33,67.0,5.0,9.0,40000000,17.50439001207821,17.156514287261253,0.3478757248169586,28247465.289372265,11752534.710627735,11752534.710627735
109,975,david_alaba_31,David Alaba,31,54,1,0,0,3,47,3,20.4,1,3,4,1,0.8,1.1,1.9,16,67,60,0.2,15.0,11.0,8.0,4.0,3.0,18.0,9.0,14.0,29.0,37.0,1.0,14.0,3.0,19.8,5.0,0.8,27.0,1.32,23.0,1.0,4.0,40000000,17.50439001207821,16.298466759607788,1.2059232524704235,11976617.432921201,28023382.5670788,28023382.5670788
110,1057,andreas_christensen_27,Andreas Christensen,27,15,1,0,0,3,49,3,19.6,1,1,2,1,1.0,0.5,1.5,18,91,5,0.1,20.0,15.0,9.0,11.0,0.0,14.0,2.0,21.0,41.0,47.0,0.0,10.0,5.0,12.2,0.0,1.0,15.0,0.77,15.0,0.0,2.0,40000000,17.50439001207821,16.75868478386609,0.7457052282121204,18975984.877775483,21024015.122224517,21024015.122224517
111,1077,rodrigo_de_paul_29,Rodrigo De Paul,29,11,0,0,1,2,60,3,21.4,2,7,9,2,1.6,5.6,7.2,55,182,68,0.42,35.0,21.0,11.0,18.0,6.0,20.0,17.0,1.7,43.0,7.0,0.0,21.0,5.0,24.5,1.0,1.6,88.0,4.12,77.0,0.0,11.0,40000000,17.50439001207821,17.315968796961386,0.18842121511682564,33130630.227558512,6869369.772441488,6869369.772441488
112,1302,mikel_oyarzabal_26,Mikel Oyarzabal,26,10,0,1,1,4,52,3,13.5,4,1,5,2,2.3,2.2,4.5,27,29,122,0.22,13.0,7.0,5.0,3.0,5.0,14.0,10.0,3.0,16.0,5.0,0.0,16.0,8.0,18.8,0.0,4.6,31.0,2.3,25.0,1.0,3.0,40000000,17.50439001207821,15.927616486939892,1.5767735251383197,8265629.798006512,31734370.201993488,31734370.201993488
113,1323,yeremi_pino_20,Yeremi Pino,20,10,0,1,1,4,50,3,27.2,4,6,10,4,8.0,5.6,13.6,65,62,256,0.37,62.0,38.0,25.0,20.0,17.0,41.0,37.0,15.0,77.0,36.0,0.0,50.0,19.0,13.2,0.0,8.0,87.0,3.2,61.0,11.0,9.0,40000000,17.50439001207821,17.229578369748833,0.2748116423293787,30388608.31743588,9611391.68256412,9611391.68256412
114,1434,martin_zubimendi_24,Martín Zubimendi,24,10,0,0,1,2,52,3,34.5,1,3,4,1,1.9,2.0,3.9,43,184,29,0.12,59.0,33.0,23.0,30.0,6.0,44.0,27.0,2.5,96.0,55.0,4.0,13.0,2.0,19.7,0.0,1.9,52.0,1.51,47.0,1.0,6.0,40000000,17.50439001207821,17.252257809829008,0.25213220224920363,31085679.654328607,8914320.345671393,8914320.345671393
115,8,manuel_akanji_28,Manuel Akanji,28,8,1,0,0,3,8,1,25.4,0,1,1,0,1.3,0.4,1.7,24,116,17,0.04,36.0,25.0,15.0,18.0,3.0,27.0,18.0,1.15,52.0,33.0,0.0,15.0,2.0,15.9,0.0,1.3,23.0,0.91,22.0,1.0,0.0,38000000,17.45309671769066,17.172040283233173,0.2810564344574864,28689457.6285844,9310542.3714156,9310542.3714156
116,54,jarrod_bowen_26,Jarrod Bowen,26,3,0,1,1,4,4,1,35.9,6,5,11,5,7.8,7.4,15.2,102,72,213,0.28,39.0,16.0,14.0,11.0,14.0,47.0,38.0,2.4,75.0,25.0,0.0,73.0,21.0,16.2,1.0,8.9,108.0,3.01,58.0,13.0,14.0,38000000,17.45309671769066,17.205118205431642,0.24797851225901724,29654315.041959938,8345684.958040062,8345684.958040062
117,169,anthony_gordon_22,Anthony Gordon,22,3,0,1,1,4,11,1,5.4,1,0,1,1,1.7,0.9,2.6,20,15,45,0.18,14.0,12.0,5.0,7.0,2.0,9.0,8.0,1.1,16.0,1.0,1.0,8.0,2.0,14.0,0.0,1.7,16.0,2.96,10.0,1.0,1.0,38000000,17.45309671769066,16.666908838760275,0.7861878789303844,17311971.92224274,20688028.07775726,20688028.07775726
118,210,brennan_johnson_22,Brennan Johnson,22,28,0,1,1,4,15,1,32.6,8,3,11,7,6.2,3.2,9.4,88,30,155,0.31,34.0,20.0,18.0,8.0,8.0,30.0,29.0,1.4,39.0,7.0,1.0,52.0,24.0,16.6,0.0,8.6,55.0,1.69,36.0,7.0,11.0,38000000,17.45309671769066,17.17450739591736,0.27858932177329976,28760325.136520736,9239674.863479264,9239674.863479264
119,231,ibrahima_konate_24,Ibrahima Konaté,24,5,1,0,0,3,10,1,17.2,0,0,0,0,1.2,0.1,1.4,7,56,5,0.0,38.0,26.0,25.0,13.0,0.0,12.0,7.0,1.25,64.0,61.0,4.0,11.0,3.0,9.7,0.0,1.2,17.0,0.99,12.0,2.0,1.0,38000000,17.45309671769066,16.981502709886346,0.47159400780431326,23712258.52880202,14287741.471197981,14287741.471197981
120,235,mateo_kovacic_29,Mateo Kovačić,29,30,0,0,1,2,14,1,19.0,1,2,3,1,1.8,2.1,3.9,37,153,30,0.16,36.0,24.0,16.0,14.0,6.0,10.0,9.0,1.18,55.0,16.0,0.0,23.0,1.0,22.1,0.0,1.8,62.0,3.27,53.0,4.0,3.0,38000000,17.45309671769066,17.43055417660951,0.022542541081151057,37152966.45236676,847033.5476332381,847033.5476332381
121,321,michael_olise_21,Michael Olise,21,5,0,1,1,4,5,1,30.5,2,11,13,2,2.9,8.7,11.6,111,133,243,0.43,58.0,34.0,28.0,26.0,4.0,46.0,45.0,1.25,84.0,17.0,0.0,51.0,14.0,21.1,7.0,2.9,143.0,4.68,75.0,4.0,13.0,38000000,17.45309671769066,17.561660597563705,-0.10856387987304572,42357692.2420385,-4357692.242038503,4357692.242038503
122,449,james_ward_prowse_28,James Ward-Prowse,28,3,0,0,1,2,2,1,37.5,9,4,13,7,2.5,6.2,8.7,19,189,58,0.29,65.0,37.0,31.0,27.0,7.0,30.0,20.0,2.23,120.0,48.0,0.0,40.0,16.0,27.1,17.0,5.7,127.0,3.39,62.0,3.0,9.0,38000000,17.45309671769066,17.008760628066824,0.4443360896238353,24367494.952841192,13632505.047158808,13632505.047158808
123,458,joe_willock_24,Joe Willock,24,3,0,0,1,2,11,1,28.4,3,6,9,3,7.0,6.0,13.0,97,121,152,0.32,51.0,30.0,13.0,26.0,12.0,54.0,46.0,25.0,76.0,17.0,0.0,58.0,16.0,16.9,0.0,7.0,85.0,2.99,67.0,7.0,9.0,38000000,17.45309671769066,17.48631386965346,-0.03321715196280195,39283450.04331411,-1283450.0433141068,1283450.0433141068
124,4,nayef_aguerd_27,Nayef Aguerd,27,4,1,0,0,3,4,1,17.7,2,0,2,2,2.2,0.5,2.7,2,25,4,0.11,27.0,18.0,18.0,8.0,1.0,26.0,2.0,1.17,45.0,79.0,2.0,12.0,2.0,9.9,0.0,2.2,14.0,0.79,12.0,1.0,0.0,35000000,17.37085861945369,16.279521446241606,1.0913371732120822,11751852.506342012,23248147.493657988,23248147.493657988
125,40,harvey_barnes_25,Harvey Barnes,25,3,0,1,1,4,9,1,30.1,13,1,14,13,8.9,3.1,12.0,100,79,257,0.46,26.0,14.0,8.0,14.0,4.0,32.0,31.0,1.7,34.0,12.0,0.0,72.0,34.0,15.9,0.0,8.9,63.0,2.09,43.0,9.0,14.0,35000000,17.37085861945369,17.54848305989497,-0.17762444044128145,41803183.709557325,-6803183.709557325,6803183.709557325
126,76,ben_chilwell_26,Ben Chilwell,26,3,1,0,1,5,14,1,15.6,2,2,4,2,1.4,2.2,3.7,43,41,131,0.26,21.0,17.0,12.0,8.0,1.0,21.0,19.0,1.17,39.0,26.0,0.0,16.0,4.0,16.1,0.0,1.4,39.0,2.49,19.0,1.0,4.0,35000000,17.37085861945369,16.934886986000777,0.4359716334529118,22632262.397771858,12367737.602228142,12367737.602228142
127,84,levi_colwill_20,Levi Colwill,20,3,1,0,0,3,19,1,13.6,0,2,2,0,1.4,0.5,1.9,16,70,3,0.15,8.0,7.0,4.0,4.0,0.0,5.0,2.0,1.14,23.0,37.0,1.0,8.0,0.0,7.0,0.0,1.4,18.0,1.33,16.0,1.0,2.0,35000000,17.37085861945369,17.189542652889177,0.18131596656451165,29196011.133473873,5803988.866526127,5803988.866526127
128,93,marc_cucurella_25,Marc Cucurella,25,10,1,0,0,3,14,1,18.6,0,2,2,0,0.4,0.6,1.0,30,73,65,0.11,66.0,33.0,40.0,15.0,11.0,28.0,20.0,16.0,82.0,48.0,1.0,7.0,0.0,19.7,0.0,0.4,27.0,1.46,21.0,0.0,3.0,35000000,17.37085861945369,17.108537815106025,0.26232080434766303,26924247.028652437,8075752.971347563,8075752.971347563
129,118,cheick_doucoure_23,Cheick Doucouré,23,26,0,0,1,2,5,1,30.8,0,3,3,0,1.4,1.9,3.4,18,140,17,0.1,77.0,46.0,40.0,33.0,4.0,47.0,34.0,2.24,133.0,48.0,0.0,36.0,7.0,24.6,0.0,1.4,61.0,1.98,48.0,5.0,6.0,35000000,17.37085861945369,17.23764288799082,0.1332157314628688,30634668.649003875,4365331.3509961255,4365331.3509961255
